"F = 0.0001; Nimp = 100; Range: [1.0, 3.0]"
x y
1.0 0.719070453613
1.02 0.696838348508
1.04 0.675419947758
1.06 0.654953586232
1.08 0.635546812147
1.1 0.617279481893
1.12 0.600207226817
1.14 0.584365017672
1.16 0.569770628763
1.18 0.556427869285
1.2 0.544329502115
1.22 0.533459810858
1.24 0.52379680535
1.26 0.515314076074
1.28 0.507982320731
1.3 0.501770573479
1.32 0.496647170477
1.34 0.492580485741
1.36 0.489539469818
1.38 0.487494021207
1.4 0.486415217358
1.42 0.486275428757
1.44 0.487048336446
1.46 0.488708870338
1.48 0.491233083059
1.5 0.4945979718
1.52 0.498781258766
1.54 0.503761139296
1.56 0.509516005562
1.58 0.516024152852
1.6 0.523263474885
1.62 0.531211154167
1.64 0.539843353272
1.66 0.549134912811
1.68 0.559059061973
1.7 0.569587147584
1.72 0.580688387784
1.74 0.592329656534
1.76 0.604475305203
1.78 0.617087027426
1.8 0.630123773257
1.82 0.643541718235
1.84 0.657294292464
1.86 0.671332273989
1.88 0.685603949752
1.9 0.700055346154
1.92 0.714630529767
1.94 0.729271977042
1.96 0.743921010011
1.98 0.758518292975
2.0 0.773004383114
2.02 0.787320325931
2.04 0.801408284454
2.06 0.815212189373
2.08 0.828678395763
2.1 0.841756330926
2.12 0.854399117159
2.14 0.866564153104
2.16 0.878213637679
2.18 0.88931502161
2.2 0.899841373098
2.22 0.909771646343
2.24 0.919090844258
2.26 0.927790069792
2.28 0.935866463647
2.3 0.943323029717
2.32 0.95016835316
2.34 0.956416219413
2.36 0.962085145615
2.38 0.967197838581
2.4 0.971780595597
2.42 0.975862665774
2.44 0.97947559041
2.46 0.982652540834
2.48 0.985427671429
2.5 0.987835504104
2.52 0.989910358514
2.54 0.991685839786
