"F = 0.0001; Nimp = 10; Range: [1.0, 3.0]"
x y
1.0 0.0149652305399
1.02 0.0137175153558
1.04 0.0126079836443
1.06 0.0116195406045
1.08 0.0107373918923
1.1 0.00994871862027
1.12 0.00924239930321
1.14 0.00860877206285
1.16 0.00803943128623
1.18 0.00752705372372
1.2 0.00706524971526
1.22 0.00664843584903
1.24 0.0062717258935
1.26 0.00593083730712
1.28 0.00562201102929
1.3 0.00534194259799
1.32 0.00508772293181
1.34 0.00485678736325
1.36 0.00464687172189
1.38 0.00445597444622
1.4 0.00428232385597
1.42 0.00412434984586
1.44 0.00398065937241
1.46 0.003850015198
1.48 0.00373131743581
1.5 0.00362358750622
1.52 0.00352595417218
1.54 0.0034376413692
1.56 0.00335795758693
1.58 0.00328628659396
1.6 0.00322207932725
1.62 0.00316484679287
1.64 0.00311415384628
1.66 0.0030696137388
1.68 0.00303088333263
1.7 0.00299765890012
1.72 0.00296967243474
1.74 0.00294668841074
1.76 0.00292850093726
1.78 0.00291493125971
1.8 0.00290582556772
1.82 0.00290105307397
1.84 0.00290050433348
1.86 0.00290408977627
1.88 0.00291173843032
1.9 0.00292339681449
1.92 0.00293902798372
1.94 0.00295861071126
1.96 0.00298213879434
1.98 0.00300962047174
2.0 0.00304107794306
2.02 0.00307654698073
2.04 0.00311607662716
2.06 0.00315972897018
2.08 0.00320757899103
2.1 0.0032597144798
2.12 0.00331623601389
2.14 0.00337725699577
2.16 0.00344290374669
2.18 0.00351331565364
2.2 0.00358864536703
2.22 0.00366905904716
2.24 0.00375473665775
2.26 0.00384587230498
2.28 0.00394267462098
2.3 0.00404536719068
2.32 0.00415418902126
2.34 0.00426939505347
2.36 0.00439125671449
2.38 0.00452006251168
2.4 0.00465611866715
2.42 0.00479974979274
2.44 0.00495129960537
2.46 0.00511113168253
2.48 0.00527963025783
2.5 0.00545720105659
2.52 0.00564427217118
2.54 0.00584129497619
2.56 0.00604874508308
2.58 0.0062671233342
2.6 0.00649695683581
2.62 0.00673880002978
2.64 0.00699323580341
2.66 0.00726087663685
2.68 0.00754236578731
2.7 0.00783837850921
2.72 0.00814962330918
2.74 0.00847684323466
2.76 0.00882081719474
2.78 0.00918236131135
2.8 0.00956233029908
2.82 0.00996161887139
2.84 0.0103811631706
2.86 0.0108219422193
2.88 0.0112849793891
2.9 0.0117713438852
2.92 0.0122821522403
2.94 0.0128185698164
2.96 0.0133818123079
2.98 0.013973147242
